Book_ID,User_ID,Genres,Country,Gender
b9676a995267a3a0986879ba148fbe9f0fb3b6d3774499e3e9b35d3f27ee5ed913c4744b9d367765c43123a2f317de84b8fcaf69ec61e1a007f3f57e195abbe0,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Historical Fiction,Japan,female
6802fa9e238ac7d75fecbc84c4ba49ac31e47c187231a8e2a6658cdc6204d1e3e1154989219800d34c55b284ddc2cf025ec80b405060e0871ae6b0a31645c53f,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Historical Fiction,Japan,female
b85353a907b55e9b2cd1955e3b9fe9213678bcad3335e7c76eb7c242d263c57d070f1001f6b3f6bf64b6a3d34d5b3e80260e24fd00e0bb0473ba3a6bf4b9b078,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Historical Fiction,Japan,female
6158d18f8c686932f50c065995fb601cdf6e387f14f15c28fd202027ca2fc4ffce1bfd3368c7e19830c5af02856b7c94a6223fe1989ae782c849fa2e8bf80634,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Historical Fiction,Japan,female
73f63544e2f9f458fbd94c2fff36398adc006cfe51496dd15d7a392aafad6417b0f20d467979187b202b8801e8ff83517ed5ce481aa0279df67d17f5c3949035,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Historical Fiction,Japan,female
07f955a81f10470204fe57b97225320346abae39c7f20174f2a4d25bbec8e8eeb7b6f4c76839bac6b3597647879cd9f689a3919778e36e7fad59528a819b8bd5,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Children,Japan,female
1b47fd7f6e61b742882c9f59068857cf5f2f50b2125433556687d2abde8b22528600919640b5768e0e4970fd4fb4a89a9c70af3b5bf1ef525a0cbc31e9e5dcff,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Historical Fiction,Japan,female
97a272a33612953134d631fb763e8dc25353fefa4fbcd0817b0bff15254fc79cf90565c0b0ff37bb02a419463d3c6f2a521186924d9ebd7e7d355274dbd86c1c,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Children,Japan,female
5be320e61c3a44f264e6fb34b73ae1833d325ec8fcb1bafb48e1e7d8aaf969f0177cace98c36436fd8cb9e73afdfe499eae73a63467b1b63aa373e9e027b0f64,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Children,Japan,female
918719f676fd45a0ebf1ee6c1848bb7fde45d02ca5904c48e21732d4de497118e51b5b07f3ae8f87203aed1495b3668e1f56df97532e4835791173cbc7ed0a46,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Children,Japan,female
